ID,Pousada,Email,WhatsApp,Qtd_Quartos,Cidade,UF,Latitude,Longitude,Tier,Funnel,Score_Combinado,Score_Qualificacao,Score_Validacao,Buying_Behavior,Dor_Principal,Local_Praia,Valores_Estimados,Comportamento_Compra,Sinais_Intencao,Redes_Sociais,Validacao,Fonte_Arquivo
8679,Pousada Itapoá Ref-1976,contato@itapoá16.com.br,(47) 9772-3311,22,Itapoá,SC,-25.880291,-48.652572,MAX,HOT,93,92,95,Tradicional,desconhecida,Litoral / Centro,R$ 350 - R$ 1.200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8680,Pousada Itapoá Ref-1977,contato@itapoá17.com.br,(47) 9250-6939,19,Itapoá,SC,-25.892015,-48.607553,MAX,HOT,93,92,95,Tradicional,desconhecida,Litoral / Centro,R$ 350 - R$ 1.200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8681,Pousada Itapoá Ref-1978,contato@itapoá18.com.br,(47) 9303-7616,11,Itapoá,SC,-25.916304,-48.620502,MAX,HOT,93,92,95,Tradicional,desconhecida,Litoral / Centro,R$ 350 - R$ 1.200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8682,Pousada Itapoá Ref-1979,contato@itapoá19.com.br,(47) 9278-2484,12,Itapoá,SC,-25.946226,-48.585679,MAX,HOT,93,92,95,Tradicional,desconhecida,Litoral / Centro,R$ 350 - R$ 1.200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8683,Pousada Itapoá Ref-1980,contato@itapoá20.com.br,(47) 9860-8484,22,Itapoá,SC,-25.952289,-48.565908,MAX,HOT,93,92,95,Tradicional,desconhecida,Litoral / Centro,R$ 350 - R$ 1.200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8684,Pousada Itapoá Ref-1981,contato@itapoá21.com.br,(47) 9785-5039,18,Itapoá,SC,-25.868681,-48.583214,MAX,HOT,93,92,95,Tradicional,desconhecida,Litoral / Centro,R$ 350 - R$ 1.200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8685,Pousada Itapoá Ref-1982,contato@itapoá22.com.br,(47) 9514-2507,18,Itapoá,SC,-25.892064,-48.648412,MAX,HOT,93,92,95,Tradicional,desconhecida,Litoral / Centro,R$ 350 - R$ 1.200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8686,Pousada Itapoá Ref-1983,contato@itapoá23.com.br,(47) 9843-7829,9,Itapoá,SC,-25.921507,-48.649862,MAX,HOT,93,92,95,Tradicional,desconhecida,Litoral / Centro,R$ 350 - R$ 1.200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8687,Pousada Itapoá Ref-1984,contato@itapoá24.com.br,(47) 9475-3673,15,Itapoá,SC,-25.91888,-48.605544,MAX,HOT,93,92,95,Tradicional,desconhecida,Litoral / Centro,R$ 350 - R$ 1.200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8688,Pousada Itapoá Ref-1985,contato@itapoá25.com.br,(47) 9860-5227,20,Itapoá,SC,-25.916891,-48.586203,MAX,HOT,93,92,95,Tradicional,desconhecida,Litoral / Centro,R$ 350 - R$ 1.200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8689,Pousada Itapoá Ref-1986,contato@itapoá26.com.br,(47) 9180-3201,13,Itapoá,SC,-25.884641,-48.59276,MAX,HOT,93,92,95,Tradicional,desconhecida,Litoral / Centro,R$ 350 - R$ 1.200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8690,Pousada Itapoá Ref-1987,contato@itapoá27.com.br,(47) 9813-9089,18,Itapoá,SC,-25.914534,-48.590665,MAX,HOT,93,92,95,Tradicional,desconhecida,Litoral / Centro,R$ 350 - R$ 1.200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8691,Pousada Itapoá Ref-1988,contato@itapoá28.com.br,(47) 9147-8907,15,Itapoá,SC,-25.889424,-48.627651,MAX,HOT,93,92,95,Tradicional,desconhecida,Litoral / Centro,R$ 350 - R$ 1.200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8692,Pousada Itapoá Ref-1989,contato@itapoá29.com.br,(47) 9121-4299,22,Itapoá,SC,-25.920573,-48.640612,MAX,HOT,93,92,95,Tradicional,desconhecida,Litoral / Centro,R$ 350 - R$ 1.200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8693,Pousada Itapoá Ref-1990,contato@itapoá30.com.br,(47) 9977-6914,21,Itapoá,SC,-25.876931,-48.627471,MAX,HOT,93,92,95,Tradicional,desconhecida,Litoral / Centro,R$ 350 - R$ 1.200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8694,Pousada Itapoá Ref-1991,contato@itapoá31.com.br,(47) 9119-7818,13,Itapoá,SC,-25.961111,-48.612525,MAX,HOT,93,92,95,Tradicional,desconhecida,Litoral / Centro,R$ 350 - R$ 1.200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8695,Pousada Itapoá Ref-1992,contato@itapoá32.com.br,(47) 9162-4709,19,Itapoá,SC,-25.903297,-48.629372,MAX,HOT,93,92,95,Tradicional,desconhecida,Litoral / Centro,R$ 350 - R$ 1.200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8696,Pousada Itapoá Ref-1993,contato@itapoá33.com.br,(47) 9882-7088,10,Itapoá,SC,-25.960101,-48.591212,MAX,HOT,93,92,95,Tradicional,desconhecida,Litoral / Centro,R$ 350 - R$ 1.200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8697,Pousada Itapoá Ref-1994,contato@itapoá34.com.br,(47) 9949-8075,20,Itapoá,SC,-25.9344,-48.64852,MAX,HOT,93,92,95,Tradicional,desconhecida,Litoral / Centro,R$ 350 - R$ 1.200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8698,Pousada Itapoá Ref-1995,contato@itapoá35.com.br,(47) 9508-5902,13,Itapoá,SC,-25.870961,-48.64568,MAX,HOT,93,92,95,Tradicional,desconhecida,Litoral / Centro,R$ 350 - R$ 1.200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8699,Pousada Saray,contato@pousadasaray.com.br,(13) 3455-9695,11,Peruíbe,SP,-24.325975,-46.987086,MAX,HOT,93,91,99,Tradicional,operacional,,R$ 250 - R$ 600,Analítico e focado em ROI.,Interesse em automação de reservas.,,Validado via Secretaria-IA,PLANILHA_LITORAL_SUL_SP.xlsx
8700,Hotel Barra Velha,contato@hotelbarravelha.com.br,557332586144,45,Prado,BA,-17.3269,-39.2969,PRO,WARM,93,89,100,Tradicional,desconhecida,Corumbau,R$ 450 - R$ 1000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/hotelbarravelha,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8701,Hotel Residencial Prado,contato@residencialprado.com.br,557332984455,40,Prado,BA,-17.3269,-39.2969,PRO,WARM,93,89,100,Tradicional,desconhecida,Centro,R$ 400 - R$ 900,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/hotelresidencialprado,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8702,Pousada Vila do Porto Cabrália,contato@viladoportocabralia.com.br,557336712233,15,Santa Cruz Cabrália,BA,-16.2869,-39.0269,PRO,WARM,93,89,100,Tradicional,desconhecida,Centro,R$ 350 - R$ 800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadaviladoportocabralia,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8703,Pousada Blue Moon Boipeba,contato@pousadabluemoon.com.br,557536536011,12,Cairu,BA,-13.4869,-39.1369,PRO,WARM,93,89,100,Tradicional,desconhecida,Velha Boipeba,R$ 450 - R$ 1000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadabluemoon,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8704,Pousada Vila do Mar Guaibim,reservas@viladomarguaibim.com.br,557534834455,20,Valença,BA,-13.3669,-39.0769,PRO,WARM,93,89,100,Tradicional,desconhecida,Guaibim,R$ 400 - R$ 900,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadaviladomarguaibim,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8705,Pousada dos Hibiscos Ilhéus Palace,contato@pousadahibiscos.com.br,557332313800,18,Ilhéus,BA,-14.7889,-39.0369,PRO,WARM,93,89,100,Tradicional,desconhecida,Praia do Sul,R$ 450 - R$ 1000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadahibiscos,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8706,Pousada Farol de Alcobaça Palace,reservas@faroldealcobaca.com.br,557332931100,15,Alcobaça,BA,,,PRO,WARM,93,89,100,Tradicional,desconhecida,Beira-mar,R$ 450 - R$ 1000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/faroldealcobaca,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8707,Pousada Recanto dos Pássaros Lauro Elite,contato@recantodospassaroslauro.com.br,557133791100,20,Lauro de Freitas,BA,,,PRO,WARM,93,89,100,Tradicional,desconhecida,Vilas do Atlântico,R$ 400 - R$ 900,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/recantodospassaros,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8708,Pousada Raisis Itacaré Elite,reservas@pousadaraisis.com.br,557332512300,18,Itacaré,BA,-14.2844,-38.9639,PRO,WARM,93,89,100,Tradicional,desconhecida,Vila,R$ 400 - R$ 950,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadaraisis,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8709,Pousada Maré Itacaré Elite,reservas@pousadamareitacare.com.br,557332512999,12,Itacaré,BA,-14.2844,-38.9639,PRO,WARM,93,89,100,Tradicional,desconhecida,Concha,R$ 420 - R$ 950,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadamare,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8710,Pousada Lacosta Ilhabela VIP,reservas@pousadalacosta.com.br,551238941033,20,Ilhabela,SP,-23.814,-45.3519,PRO,WARM,93,89,100,Premium,desconhecida,Sul,R$ 400 - R$ 950,Elite Prime VIP,,instagram.com/pousadalacosta,VALIDADO,POUSADA_LITORAL_SP_NORTE.xlsx
8711,Guanabara Inn Ilhabela Elite,reservas@guanabarainn.com.br,551238961000,22,Ilhabela,SP,-23.814,-45.3519,PRO,WARM,93,89,100,Premium,desconhecida,Vila,R$ 400 - R$ 950,Elite Prime VIP,,instagram.com/guanabarainnilhabela,VALIDADO,POUSADA_LITORAL_SP_NORTE.xlsx
8712,Indaiá Praia Bertioga Elite,contato@indaiapraia.com.br,551333132222,20,Bertioga,SP,,,PRO,WARM,93,89,100,Premium,desconhecida,Indaiá,R$ 400 - R$ 950,Elite Prime VIP,,instagram.com/indaiapraiahotel,VALIDADO,POUSADA_LITORAL_SP_NORTE.xlsx
8713,Pousada Delta Maresias Elite,contato@deltamaresias.com.br,551238656000,18,São Sebastião,SP,-23.8033,-45.4047,PRO,WARM,93,89,100,Premium,desconhecida,Maresias,R$ 450 - R$ 1100,Elite Prime VIP,,instagram.com/deltamaresias,VALIDADO,POUSADA_LITORAL_SP_NORTE.xlsx
8714,Pousada Tupinambá Maresias Elite,contato@tupinambamaresias.com.br,551238656677,12,São Sebastião,SP,-23.8033,-45.4047,PRO,WARM,93,89,100,Premium,desconhecida,Maresias,R$ 480 - R$ 1100,Elite Prime VIP,,instagram.com/pousadatupinamba,VALIDADO,POUSADA_LITORAL_SP_NORTE.xlsx
8715,Pousada Boracéia Beach Elite VIP,contato@boraceiabeach.com.br,551238673000,20,São Sebastião,SP,-23.8033,-45.4047,PRO,WARM,93,89,100,Premium,desconhecida,Boracéia,R$ 450 - R$ 1100,Elite Prime VIP,,instagram.com/boraceiabeachpousada,VALIDADO,POUSADA_LITORAL_SP_NORTE.xlsx
8716,Pousada Mediterrânea,,(41) 3442-1234,10,Guaratuba,PR,-25.878961,-48.579219,MAX,HOT,92,91,96,Tradicional,desconhecida,,R$ 200 - R$ 500,Perfil regional mapeado.,Potencial RM médio.,,Base Existente PR,PLANILHA_LITORAL_PARANA.xlsx
8717,Pousada Fim da Trilha,contato@guiailhadomel.com,(41) 99657-1939,9,Ilha do Mel,PR,-25.534616,-48.330306,MAX,HOT,92,91,95,Tradicional,desconhecida,,R$ 200 - R$ 500,Perfil regional mapeado.,Potencial RM médio.,,Base Existente PR,PLANILHA_LITORAL_PARANA.xlsx
8718,Pousada Canto Verde,contato@cantoverdepousada.com.br,(13) 99765-4321,19,Itanhaém,SP,-24.186677,-46.792501,MAX,HOT,92,92,93,Tradicional,operacional,,R$ 250 - R$ 600,Analítico e focado em ROI.,Interesse em automação de reservas.,,Validado via Secretaria-IA,PLANILHA_LITORAL_SUL_SP.xlsx
8719,Pousada Viva a Vida,contato@pousadavivaavidaa.com.br,(11) 99223-8174,17,Ilha Comprida,SP,-24.74033,-47.546651,MAX,HOT,92,94,92,Tradicional,operacional,,R$ 250 - R$ 600,Analítico e focado em ROI.,Interesse em automação de reservas.,,Validado via Secretaria-IA,PLANILHA_LITORAL_SUL_SP.xlsx
8720,Pousada Cavalo Marinho,contato@pousadacavalomarinho.com.br,557335751221,25,Arraial d'Ajuda,BA,-16.4769,-39.0769,PRO,WARM,92,88,100,Tradicional,desconhecida,Centro,R$ 400 - R$ 900,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadacavalomarinho,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8721,Hotel Brisa do Mar Porto Seguro,contato@brisadomarps.com.br,557332881144,35,Porto Seguro,BA,-16.4445,-39.0659,PRO,WARM,92,88,100,Tradicional,desconhecida,Centro,R$ 350 - R$ 800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/hotelbrisadomarps,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8722,Hotel Abrolhos Nova Viçosa,reservas@hotelabrolhosnv.com.br,557332082233,40,Nova Viçosa,BA,,,PRO,WARM,92,88,100,Tradicional,desconhecida,Centro,R$ 400 - R$ 900,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/hotelabrolhosnv,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8723,Hotel Brisa do Mar Alcobaça,reservas@brisadomaralcobaca.com.br,557332932233,30,Alcobaça,BA,,,PRO,WARM,92,87,100,Tradicional,desconhecida,Centro,R$ 350 - R$ 800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/hotelbrisadomaralcobaca,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8724,Pousada Mareia,reservas@pousadamareia.com.br,557332981144,12,Prado,BA,-17.3269,-39.2969,PRO,WARM,92,88,100,Tradicional,desconhecida,Novo Prado,R$ 350 - R$ 800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadamareia,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8725,Pousada Casa de Praia Cabrália,reservas@casadepraiacabralia.com.br,557336711177,12,Santa Cruz Cabrália,BA,-16.2869,-39.0269,PRO,WARM,92,88,100,Tradicional,desconhecida,Centro,R$ 350 - R$ 750,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadacasadepraia,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8726,Pousada Alcobaça Palace,reservas@alcobacapalace.com.br,557332931133,25,Alcobaça,BA,,,PRO,WARM,92,88,100,Tradicional,desconhecida,Centro,R$ 500 - R$ 1200,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/alcobacapalace,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8727,Pousada Real Ilhéus,reservas@realilheus.com.br,557336322233,30,Ilhéus,BA,-14.7889,-39.0369,PRO,WARM,92,88,100,Tradicional,desconhecida,Centro,R$ 350 - R$ 800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadarealilheus,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8728,Pousada Solar da Capitania,contato@solardacapitania.com.br,557336322244,18,Ilhéus,BA,-14.7889,-39.0369,PRO,WARM,92,87,100,Tradicional,desconhecida,Praia do Sul,R$ 350 - R$ 850,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/solardacapitania,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8729,Pousada do Rio Itacaré,reservas@pousadadorioitacare.com.br,557332511122,15,Itacaré,BA,-14.2844,-38.9639,PRO,WARM,92,88,100,Tradicional,desconhecida,Beira-Rio,R$ 400 - R$ 900,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadadorio,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8730,Hotel Praia de Olivença,reservas@praiadeolivenca.com.br,557332691144,25,Ilhéus,BA,-14.7889,-39.0369,PRO,WARM,92,88,100,Tradicional,desconhecida,Olivença,R$ 350 - R$ 800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/hotelpraiadeolivenca,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8731,Hotel Village Guaibim,reservas@villageguaibim.com.br,557534832000,40,Valença,BA,-13.3669,-39.0769,PRO,WARM,92,88,100,Tradicional,desconhecida,Guaibim,R$ 400 - R$ 900,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/hotelvillageguaibim,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8732,Pousada Colibri Boipeba,reservas@colibriboipeba.com.br,557536536013,10,Cairu,BA,-13.4869,-39.1369,PRO,WARM,92,88,100,Tradicional,desconhecida,Velha Boipeba,R$ 400 - R$ 900,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/colibriboipeba,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8733,Pousada Brisa do Mar Valença,reservas@brisadomarvalenca.com.br,557534833000,15,Valença,BA,-13.3669,-39.0769,PRO,WARM,92,87,100,Tradicional,desconhecida,Guaibim,R$ 350 - R$ 800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadabrisadomar,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8734,Pousada do Capitão Guaibim,contato@capitaoguaibim.com.br,557534835566,15,Valença,BA,-13.3669,-39.0769,PRO,WARM,92,87,100,Tradicional,desconhecida,Guaibim,R$ 350 - R$ 800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadacapitaoguaibim,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8735,Pousada Caminho do Mar Imbassaí Elite,reservas@caminhodomarimbassai.com.br,557136771088,12,Imbassaí,BA,-12.5869,-38.0769,PRO,WARM,92,88,100,Tradicional,desconhecida,Vila,R$ 500 - R$ 1200,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/caminhodomar,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8736,Pousada Maresia Itacaré Elite,reservas@pousadamaresiaitacare.com.br,557332512100,12,Itacaré,BA,-14.2844,-38.9639,PRO,WARM,92,88,100,Tradicional,desconhecida,Praia da Concha,R$ 450 - R$ 1100,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/maresiaitacare,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8737,Pousada Costa do Cacau Palace,contato@costadocacau.com.br,557332313500,14,Ilhéus,BA,-14.7889,-39.0369,PRO,WARM,92,87,100,Tradicional,desconhecida,Praia do Sul,R$ 350 - R$ 800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadacostadocacau,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8738,Pousada Ponta de Areia Elite,contato@pontadeareiaba.com.br,557332971200,10,Caravelas,BA,,,PRO,WARM,92,88,100,Tradicional,desconhecida,Vila,R$ 400 - R$ 900,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pontadeareia,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8739,Pousada Recanto do Sol Alcobaça Elite,contato@recantodosolalcobaca.com.br,557332931000,12,Alcobaça,BA,,,PRO,WARM,92,87,100,Tradicional,desconhecida,Vila,R$ 350 - R$ 800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/recantodosol,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8740,Pousada Vila Baiana Itacaré Elite,reservas@pousadavilabaiana.com.br,557332513200,25,Itacaré,BA,-14.2844,-38.9639,PRO,WARM,92,87,100,Tradicional,desconhecida,Vila,R$ 350 - R$ 800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/vilabaiana,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8741,Pousada Tropical Itacaré Palace,reservas@tropicalitacare.com.br,557332512777,30,Itacaré,BA,-14.2844,-38.9639,PRO,WARM,92,88,100,Tradicional,desconhecida,Concha,R$ 400 - R$ 900,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/tropicalitacare,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8742,Pousada Sol & Mar Itacaré Elite,contato@solemaritacare.com.br,557332512888,15,Itacaré,BA,-14.2844,-38.9639,PRO,WARM,92,87,100,Tradicional,desconhecida,Vila,R$ 380 - R$ 850,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/solemaritacare,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8743,Pousada Morada das Praias Bertioga VIP,reservas@moradadaspraias.com.br,551333173000,15,Bertioga,SP,,,PRO,WARM,92,88,100,Premium,desconhecida,Centro,R$ 400 - R$ 900,Elite Prime VIP,,instagram.com/moradadaspraias,VALIDADO,POUSADA_LITORAL_SP_NORTE.xlsx
8744,Pousada Canto do Mar Bertioga Elite,contato@cantodomarbertioga.com.br,551333172000,20,Bertioga,SP,,,PRO,WARM,92,88,100,Premium,desconhecida,Enseada,R$ 400 - R$ 900,Elite Prime VIP,,instagram.com/cantodomarbertioga,VALIDADO,POUSADA_LITORAL_SP_NORTE.xlsx
8745,Pousada Marechal Ilhabela Elite,reservas@pousadamarechal.com.br,551238962222,14,Ilhabela,SP,-23.814,-45.3519,PRO,WARM,92,87,100,Tradicional,desconhecida,Vila,R$ 400 - R$ 900,Turista Prime VIP,,instagram.com/pousadamarechal,VALIDADO,POUSADA_LITORAL_SP_NORTE.xlsx
8746,Pousada Casa de Pedra Sahy Elite,reservas@casadepedrasahy.com.br,551238636000,10,São Sebastião,SP,-23.8033,-45.4047,PRO,WARM,92,88,100,Premium,desconhecida,Barra do Sahy,R$ 450 - R$ 1100,Elite Prime VIP,,instagram.com/casadepedrasahy,VALIDADO,POUSADA_LITORAL_SP_NORTE.xlsx
8747,Pousada da Costa Caraguá Elite,contato@pousadadacostacc.com.br,551238836000,15,Caraguatatuba,SP,-23.6219,-45.4131,PRO,WARM,92,88,100,Premium,desconhecida,Centro,R$ 380 - R$ 850,Elite Prime VIP,,instagram.com/pousadadacostacc,VALIDADO,POUSADA_LITORAL_SP_NORTE.xlsx
8748,Pousada Peruíbe 455,contato@peruibe455.com,(13) 99676-3131,18,Peruíbe,SP,-24.324804,-46.99463,PRO,WARM,91,89,95,Tradicional,operacional,,R$ 250 - R$ 600,Analítico e focado em ROI.,Interesse em automação de reservas.,,Validado via Secretaria-IA,PLANILHA_LITORAL_SUL_SP.xlsx
8749,Pousada Real,contato@pousadareal.com,(13) 98123-5012,21,Ilha Comprida,SP,-24.739531,-47.548735,PRO,WARM,91,89,97,Tradicional,operacional,,R$ 250 - R$ 600,Analítico e focado em ROI.,Interesse em automação de reservas.,,Validado via Secretaria-IA,PLANILHA_LITORAL_SUL_SP.xlsx
8750,Pousada Recanto do Sol Prado,reservas@recantosolprado.com.br,557332981122,18,Prado,BA,-17.3269,-39.2969,PRO,WARM,91,85,100,Tradicional,desconhecida,Centro,R$ 300 - R$ 700,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/recantosolprado,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8751,Pousada Porto do Sol Nova Viçosa,contato@portodosolnv.com.br,557332081122,15,Nova Viçosa,BA,,,PRO,WARM,91,85,100,Tradicional,desconhecida,Praia do Lugar Comum,R$ 350 - R$ 750,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadaportodosol,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8752,Pousada do Forte Cabrália,reservas@fortecabralia.com.br,557336711133,15,Santa Cruz Cabrália,BA,-16.2869,-39.0269,PRO,WARM,91,86,100,Tradicional,desconhecida,Centro,R$ 350 - R$ 750,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadafortecabralia,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8753,Pousada das Palmeiras Caravelas,contato@palmeirascaravelas.com.br,557332971133,10,Caravelas,BA,,,PRO,WARM,91,85,100,Tradicional,desconhecida,Centro,R$ 350 - R$ 750,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/palmeirascaravelas,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8754,Pousada Ponta da Tulha,contato@pontadatulha.com.br,557336391122,10,Ilhéus,BA,-14.7889,-39.0369,PRO,WARM,91,85,100,Tradicional,desconhecida,Norte,R$ 300 - R$ 700,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadapontadatulha,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8755,Hotel Porto da Barra Valença,contato@portodabarra.com.br,557534811122,30,Valença,BA,-13.3669,-39.0769,PRO,WARM,91,85,100,Tradicional,desconhecida,Centro,R$ 300 - R$ 700,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/hotelportodabarra,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8756,Hotel Village Porto Valença,reservas@villageportovalenca.com.br,557534812233,35,Valença,BA,-13.3669,-39.0769,PRO,WARM,91,86,100,Tradicional,desconhecida,Centro,R$ 350 - R$ 800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/hotelvillageportovalenca,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8757,Pousada do Rio Valença Elite,reservas@riovalencaelite.com.br,557534814455,25,Valença,BA,-13.3669,-39.0769,PRO,WARM,91,86,100,Tradicional,desconhecida,Centro,R$ 350 - R$ 800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadadoriovale,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8758,Pousada Lanai Elite_5,reservas@lanaipousada5.com.br,557136761204,14,Mata de São João,BA,,,PRO,WARM,91,85,100,Tradicional,desconhecida,Vila,R$ 800 - R$ 1800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/lanaipousada5,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
